"X","project","language","article","access","agent","granularity","date","views"
325,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-20,255
326,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-21,237
327,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-22,231
328,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-23,417
329,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-24,434
330,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-25,378
331,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-26,278
332,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-27,256
333,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-28,211
334,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-29,246
335,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-30,289
336,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-05-31,346
337,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-01,309
338,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-02,351
339,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-03,311
340,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-04,250
341,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-05,307
342,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-06,249
343,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-07,315
344,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-08,337
345,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-09,261
346,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-10,215
347,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-11,214
348,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-12,267
349,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-13,267
350,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-14,304
351,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-15,270
352,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-16,242
353,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-17,208
354,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-18,215
355,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-19,214
356,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-20,251
357,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-21,254
358,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-22,279
359,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-23,211
360,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-24,182
361,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-25,140
362,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-26,154
363,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-27,219
364,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-28,169
365,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-29,204
366,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-06-30,163
367,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-01,186
368,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-02,124
369,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-03,113
370,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-04,142
371,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-05,84
372,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-06,73
373,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-07,88
374,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-08,106
375,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-09,119
376,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-10,111
377,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-11,197
378,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-12,230
379,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-13,243
380,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-14,255
381,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-15,203
382,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-16,160
383,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-17,169
384,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-18,273
385,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-19,311
386,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-20,309
387,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-21,312
388,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-22,245
389,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-23,172
390,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-24,207
391,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-25,246
392,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-26,249
393,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-27,256
394,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-28,238
395,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-29,251
396,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-30,178
397,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-07-31,194
398,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-01,311
399,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-02,351
400,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-03,298
401,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-04,279
402,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-05,277
403,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-06,175
404,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-07,201
405,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-08,301
406,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-09,341
407,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-10,318
408,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-11,335
409,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-12,240
410,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-13,209
411,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-14,234
412,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-15,300
413,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-16,221
414,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-17,228
415,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-18,291
416,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-19,252
417,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-20,216
418,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-21,404
419,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-22,614
420,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-23,329
421,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-24,348
422,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-25,272
423,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-26,230
424,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-27,199
425,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-28,213
426,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-29,281
427,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-30,278
428,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-08-31,277
429,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-01,296
430,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-02,245
431,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-03,207
432,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-04,256
433,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-05,294
434,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-06,311
435,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-07,324
436,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-08,304
437,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-09,282
438,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-10,182
439,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-11,143
440,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-12,158
441,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-13,292
442,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-14,296
443,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-15,296
444,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-16,227
445,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-17,169
446,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-18,240
447,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-19,341
448,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-20,322
449,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-21,344
450,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-22,343
451,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-23,272
452,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-24,193
453,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-25,234
454,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-26,401
455,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-27,381
456,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-28,340
457,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-29,375
458,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-09-30,297
459,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-01,244
460,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-02,258
461,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-03,348
462,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-04,340
463,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-05,350
464,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-06,352
465,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-07,277
466,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-08,208
467,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-09,266
468,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-10,378
469,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-11,371
470,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-12,432
471,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-13,357
472,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-14,242
473,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-15,215
474,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-16,240
475,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-17,357
476,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-18,359
477,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-19,319
478,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-20,308
479,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-21,369
480,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-22,199
481,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-23,256
482,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-24,278
483,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-25,384
484,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-26,376
485,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-27,361
486,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-28,309
487,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-29,267
488,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-30,252
489,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-10-31,365
490,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-01,408
491,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-02,362
492,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-03,303
493,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-04,253
494,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-05,224
495,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-06,254
496,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-07,397
497,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-08,411
498,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-09,371
499,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-10,359
500,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-11,310
501,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-12,337
502,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-13,285
503,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-14,348
504,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-15,433
505,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-16,344
506,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-17,347
507,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-18,289
508,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-19,257
509,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-20,287
510,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-21,402
511,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-22,503
512,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-23,590
513,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-24,457
514,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-25,323
515,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-26,279
516,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-27,256
517,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-28,306
518,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-29,397
519,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-11-30,334
520,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-01,393
521,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-02,306
522,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-03,198
523,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-04,245
524,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-05,356
525,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-06,341
526,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-07,340
527,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-08,330
528,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-09,313
529,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-10,209
530,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-11,224
531,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-12,265
532,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-13,305
533,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-14,371
534,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-15,296
535,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-16,258
536,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-17,189
537,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-18,236
538,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-19,358
539,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-20,320
540,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-21,277
541,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-22,266
542,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-23,223
543,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-24,182
544,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-25,143
545,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-26,189
546,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-27,205
547,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-28,256
548,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-29,215
549,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-30,193
550,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2016-12-31,136
551,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-01,148
552,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-02,195
553,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-03,221
554,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-04,255
555,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-05,303
556,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-06,280
557,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-07,228
558,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-08,231
559,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-09,301
560,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-10,372
561,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-11,341
562,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-12,397
563,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-13,301
564,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-14,258
565,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-15,247
566,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-16,327
567,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-17,354
568,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-18,354
569,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-19,360
570,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-20,292
571,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-21,230
572,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-22,291
573,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-23,360
574,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-24,373
575,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-25,403
576,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-26,367
577,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-27,274
578,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-28,176
579,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-29,258
580,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-30,360
581,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-01-31,370
582,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-01,355
583,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-02,332
584,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-03,273
585,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-04,200
586,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-05,270
587,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-06,325
588,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-07,496
589,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-08,507
590,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-09,403
591,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-10,366
592,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-11,199
593,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-12,281
594,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-13,371
595,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-14,339
596,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-15,339
597,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-16,433
598,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-17,377
599,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-18,298
600,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-19,349
601,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-20,547
602,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-21,462
603,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-22,585
604,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-23,648
605,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-24,649
606,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-25,460
607,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-26,390
608,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-27,402
609,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-02-28,484
610,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-01,363
611,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-02,369
612,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-03,302
613,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-04,243
614,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-05,268
615,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-06,373
616,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-07,393
617,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-08,387
618,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-09,350
619,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-10,326
620,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-11,620
621,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-12,243
622,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-13,366
623,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-14,377
624,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-15,824
625,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-16,380
626,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-17,322
627,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-18,221
628,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-19,307
629,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-20,374
630,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-21,481
631,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-22,376
632,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-23,332
633,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-24,287
634,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-25,251
635,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-26,224
636,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-27,313
637,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-28,296
638,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-29,294
639,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-30,372
640,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-03-31,281
641,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-01,264
642,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-02,244
643,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-03,347
644,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-04,304
645,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-05,349
646,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-06,393
647,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-07,291
648,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-08,223
649,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-09,253
