"X","project","language","article","access","agent","granularity","date","views"
650,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-10,336
651,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-11,356
652,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-12,322
653,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-13,260
654,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-14,231
655,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-15,202
656,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-16,230
657,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-17,331
658,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-18,332
659,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-19,360
660,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-20,373
661,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-21,350
662,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-22,278
663,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-23,207
664,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-24,251
665,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-25,380
666,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-26,375
667,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-27,400
668,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-28,286
669,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-29,255
670,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-04-30,199
671,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-01,285
672,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-02,327
673,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-03,344
674,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-04,305
675,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-05,282
676,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-06,208
677,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-07,232
678,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-08,427
679,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-09,390
680,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-10,569
681,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-11,250
682,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-12,280
683,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-13,230
684,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-14,278
685,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-15,345
686,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-16,425
687,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-17,443
688,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-18,338
689,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-19,294
690,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-20,258
691,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-21,255
692,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-22,385
693,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-23,427
694,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-24,295
695,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-25,211
696,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-26,191
697,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-27,211
698,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-28,207
699,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-29,333
700,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-30,348
701,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-05-31,232
702,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-01,220
703,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-02,304
704,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-03,212
705,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-04,215
706,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-05,317
707,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-06,293
708,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-07,323
709,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-08,335
710,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-09,276
711,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-10,244
712,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-11,223
713,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-12,311
714,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-13,327
715,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-14,281
716,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-15,448
717,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-16,342
718,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-17,317
719,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-18,426
720,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-19,269
721,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-20,273
722,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-21,239
723,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-22,192
724,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-23,155
725,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-24,392
726,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-25,104
727,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-26,140
728,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-27,149
729,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-28,139
730,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-29,162
731,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-06-30,210
732,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-01,164
733,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-02,143
734,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-03,259
735,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-04,248
736,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-05,276
737,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-06,252
738,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-07,256
739,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-08,172
740,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-09,203
741,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-10,286
742,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-11,270
743,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-12,285
744,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-13,300
745,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-14,237
746,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-15,177
747,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-16,179
748,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-17,255
749,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-18,265
750,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-19,279
751,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-20,320
752,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-21,251
753,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-22,193
754,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-23,201
755,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-24,285
756,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-25,326
757,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-26,332
758,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-27,300
759,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-28,296
760,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-29,217
761,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-30,217
762,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-07-31,282
763,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-01,288
764,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-02,290
765,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-03,277
766,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-04,260
767,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-05,200
768,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-06,209
769,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-07,295
770,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-08,301
771,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-09,340
772,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-10,340
773,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-11,294
774,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-12,246
775,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-13,231
776,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-14,282
777,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-15,302
778,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-16,277
779,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-17,251
780,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-18,299
781,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-19,215
782,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-20,295
783,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-21,504
784,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-22,281
785,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-23,300
786,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-24,323
787,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-25,217
788,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-26,234
789,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-27,205
790,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-28,461
791,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-29,388
792,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-30,370
793,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-08-31,289
794,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-01,259
795,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-02,191
796,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-03,242
797,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-04,343
798,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-05,305
799,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-06,311
800,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-07,337
801,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-08,285
802,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-09,248
803,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-10,264
804,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-11,343
805,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-12,372
806,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-13,352
807,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-14,266
808,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-15,281
809,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-16,231
810,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-17,246
811,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-18,303
812,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-19,356
813,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-20,267
814,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-21,216
815,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-22,313
816,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-23,199
817,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-24,269
818,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-25,341
819,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-26,334
820,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-27,342
821,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-28,321
822,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-29,314
823,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-09-30,253
824,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-01,238
825,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-02,326
826,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-03,303
827,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-04,324
828,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-05,294
829,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-06,263
830,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-07,233
831,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-08,214
832,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-09,330
833,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-10,319
834,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-11,350
835,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-12,280
836,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-13,254
837,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-14,248
838,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-15,231
839,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-16,306
840,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-17,340
841,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-18,324
842,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-19,341
843,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-20,325
844,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-21,216
845,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-22,269
846,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-23,358
847,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-24,302
848,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-25,335
849,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-26,347
850,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-27,336
851,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-28,224
852,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-29,255
853,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-30,306
854,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-10-31,328
855,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-01,325
856,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-02,307
857,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-03,286
858,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-04,230
859,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-05,270
860,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-06,350
861,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-07,413
862,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-08,321
863,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-09,271
864,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-10,278
865,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-11,200
866,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-12,227
867,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-13,365
868,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-14,349
869,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-15,369
870,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-16,353
871,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-17,281
872,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-18,214
873,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-19,259
874,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-20,342
875,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-21,357
876,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-22,388
877,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-23,334
878,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-24,247
879,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-25,195
880,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-26,239
881,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-27,332
882,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-28,327
883,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-29,299
884,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-11-30,236
885,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-01,240
886,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-02,262
887,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-03,284
888,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-04,335
889,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-05,437
890,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-06,438
891,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-07,418
892,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-08,323
893,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-09,249
894,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-10,275
895,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-11,352
896,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-12,312
897,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-13,341
898,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-14,268
899,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-15,259
900,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-16,189
901,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-17,234
902,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-18,271
903,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-19,321
904,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-20,336
905,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-21,315
906,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-22,254
907,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-23,147
908,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-24,146
909,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-25,168
910,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-26,248
911,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-27,256
912,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-28,249
913,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-29,225
914,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-30,429
915,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2017-12-31,269
916,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-01,221
917,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-02,281
918,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-03,322
919,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-04,330
920,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-05,324
921,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-06,209
922,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-07,264
923,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-08,331
924,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-09,372
925,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-10,392
926,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-11,391
927,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-12,268
928,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-13,287
929,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-14,283
930,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-15,364
931,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-16,388
932,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-17,412
933,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-18,393
934,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-19,317
935,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-20,226
936,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-21,243
937,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-22,348
938,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-23,364
939,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-24,316
940,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-25,312
941,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-26,270
942,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-27,187
943,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-28,301
944,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-29,301
945,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-30,333
946,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-01-31,366
947,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-01,379
948,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-02,316
949,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-03,205
950,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-04,260
951,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-05,335
952,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-06,389
953,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-07,416
954,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-08,411
955,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-09,409
956,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-10,293
957,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-11,238
958,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-12,437
959,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-13,458
960,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-14,452
961,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-15,337
962,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-16,175
963,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-17,195
964,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-18,286
965,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-19,378
966,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-20,626
967,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-21,750
968,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-22,539
969,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-23,382
970,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-24,204
971,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-25,251
972,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-26,325
973,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-27,367
974,"wikipedia","id","Bank_Central_Asia","all-access","all-agents","daily",2018-02-28,389
